Class;Identifier;MIT-Addr.;IEC-Addr.;Type;Initial;Comment;Remark
VAR_GLOBAL;LT71_00_03_NO_ALARM;M1417;%MX0.1417;BOOL;FALSE;Inga alarm = TRUE;
VAR_GLOBAL;LT71_00_03_PARAM_ERROR;M1411;%MX0.1411;BOOL;FALSE;Parameterfel;
VAR_GLOBAL;LT71_00_03_SIGN_ERROR;M1410;%MX0.1410;BOOL;FALSE;Signalfel;
VAR_GLOBAL;LT71_00_03_SIM_VALUE;D3338;%MW0.3338;INT;0;Simulerings värde samt trendkurva OP;
VAR_GLOBAL;LT71_00_03_SIMULERA;M1416;%MX0.1416;BOOL;FALSE;Simulera kalkylerat värde;
VAR_GLOBAL;LT71_00_03_TIM_HYST_SEK;;;INT;0;Gemensam tids hysteres acc;
VAR_GLOBAL;LT72_00_01;;;INT;0;Signal från analoga inkortet;
VAR_GLOBAL;LT72_00_01_CALC;D3404;%MD0.3404;REAL;0;Kalkylerat värde;
VAR_GLOBAL;LT72_00_01_CURRENT;D3406;%MD0.3406;REAL;0;Strömvärde 4-20mA;
VAR_GLOBAL;LT72_00_01_GAIN;;;REAL;0;Signal från analoga inkortet;
VAR_GLOBAL;LT72_00_01_H_ALARM;M1453;%MX0.1453;BOOL;FALSE;H varning bit;
VAR_GLOBAL;LT72_00_01_H_LIMIT;D3410;%MD0.3410;REAL;0;H varning gräns;
VAR_GLOBAL;LT72_00_01_HH_ALARM;M1452;%MX0.1452;BOOL;FALSE;HH alarm bit;
VAR_GLOBAL;LT72_00_01_HH_LIMIT;D3408;%MD0.3408;REAL;0;HH alarm gräns;
VAR_GLOBAL;LT72_00_01_HYST_TIM_SEK;D3419;%MW0.3419;INT;0;Gemensam tids hysteres preset;
VAR_GLOBAL;LT72_00_01_HYSTERES;D3416;%MD0.3416;REAL;0;Gemensam hysteres värde;
VAR_GLOBAL;LT72_00_01_L_ALARM;M1454;%MX0.1454;BOOL;FALSE;L varning bit;
VAR_GLOBAL;LT72_00_01_L_LIMIT;D3412;%MD0.3412;REAL;0;L varning gräns;
VAR_GLOBAL;LT72_00_01_LL_ALARM;M1455;%MX0.1455;BOOL;FALSE;LL alarm bit;
VAR_GLOBAL;LT72_00_01_LL_LIMIT;D3414;%MD0.3414;REAL;0;LL alarm gräns;
VAR_GLOBAL;LT72_00_01_MAX;D3402;%MD0.3402;REAL;0;Max värde 20mA;
VAR_GLOBAL;LT72_00_01_MIN;D3400;%MD0.3400;REAL;0;Min värde 4mA;
VAR_GLOBAL;LT72_00_01_NO_ALARM;M1457;%MX0.1457;BOOL;FALSE;Inga alarm = TRUE;
VAR_GLOBAL;LT72_00_01_PARAM_ERROR;M1451;%MX0.1451;BOOL;FALSE;Parameterfel;
VAR_GLOBAL;LT72_00_01_SIGN_ERROR;M1450;%MX0.1450;BOOL;FALSE;Signalfel;
VAR_GLOBAL;LT72_00_01_SIM_VALUE;D3418;%MW0.3418;INT;0;Simulerings värde samt trendkurva OP;
VAR_GLOBAL;LT72_00_01_SIMULERA;M1456;%MX0.1456;BOOL;FALSE;Simulera kalkylerat värde;
VAR_GLOBAL;LT72_00_01_TIM_HYST_SEK;;;INT;0;Gemensam tids hysteres acc;
VAR_GLOBAL;LT90_00_01;;;INT;0;Signal från analoga inkortet;
VAR_GLOBAL;LT90_00_01_CALC;D3504;%MD0.3504;REAL;0;Kalkylerat värde;
VAR_GLOBAL;LT90_00_01_CURRENT;D3506;%MD0.3506;REAL;0;Strömvärde 4-20mA;
VAR_GLOBAL;LT90_00_01_GAIN;;;REAL;0;Signal från analoga inkortet;
VAR_GLOBAL;LT90_00_01_H_ALARM;M1503;%MX0.1503;BOOL;FALSE;H varning bit;
VAR_GLOBAL;LT90_00_01_H_LIMIT;D3510;%MD0.3510;REAL;0;H varning gräns;
VAR_GLOBAL;LT90_00_01_HH_ALARM;M1502;%MX0.1502;BOOL;FALSE;HH alarm bit;
VAR_GLOBAL;LT90_00_01_HH_LIMIT;D3508;%MD0.3508;REAL;0;HH alarm gräns;
VAR_GLOBAL;LT90_00_01_HYST_TIM_SEK;D3519;%MW0.3519;INT;0;Gemensam tids hysteres preset;
VAR_GLOBAL;LT90_00_01_HYSTERES;D3516;%MD0.3516;REAL;0;Gemensam hysteres värde;
VAR_GLOBAL;LT90_00_01_L_ALARM;M1504;%MX0.1504;BOOL;FALSE;L varning bit;
VAR_GLOBAL;LT90_00_01_L_LIMIT;D3512;%MD0.3512;REAL;0;L varning gräns;
VAR_GLOBAL;LT90_00_01_LL_ALARM;M1505;%MX0.1505;BOOL;FALSE;LL alarm bit;
VAR_GLOBAL;LT90_00_01_LL_LIMIT;D3514;%MD0.3514;REAL;0;LL alarm gräns;
VAR_GLOBAL;LT90_00_01_MAX;D3502;%MD0.3502;REAL;0;Max värde 20mA;
VAR_GLOBAL;LT90_00_01_MIN;D3500;%MD0.3500;REAL;0;Min värde 4mA;
VAR_GLOBAL;LT90_00_01_NO_ALARM;M1507;%MX0.1507;BOOL;FALSE;Inga alarm = TRUE;
VAR_GLOBAL;LT90_00_01_PARAM_ERROR;M1501;%MX0.1501;BOOL;FALSE;Parameterfel;
VAR_GLOBAL;LT90_00_01_SIGN_ERROR;M1500;%MX0.1500;BOOL;FALSE;Signalfel;
VAR_GLOBAL;LT90_00_01_SIM_VALUE;D3518;%MW0.3518;INT;0;Simulerings värde samt trendkurva OP;
VAR_GLOBAL;LT90_00_01_SIMULERA;M1506;%MX0.1506;BOOL;FALSE;Simulera kalkylerat värde;
VAR_GLOBAL;LT90_00_01_TIM_HYST_SEK;;;INT;0;Gemensam tids hysteres acc;
VAR_GLOBAL;MV_inlopp_RoFas;D106.5;%MX0.106.5;BOOL;FALSE;Sandtvätt Drift indikering bitar;
VAR_GLOBAL;MV_spolning;D106.6;%MX0.106.6;BOOL;FALSE;Sandtvätt Drift indikering bitar;
VAR_GLOBAL;MV_Spolvatten_press;D106.8;%MX0.106.8;BOOL;FALSE;Sandtvätt Drift indikering bitar;
VAR_GLOBAL;MV_Tvattvatten_press;D106.7;%MX0.106.7;BOOL;FALSE;Sandtvätt Drift indikering bitar;
VAR_GLOBAL;NEW_10SEK;;;BOOL;FALSE;10 sekunders puls;
VAR_GLOBAL;NEW_DAY;;;BOOL;FALSE;Ny day puls;
VAR_GLOBAL;NEW_MINUTE;;;BOOL;FALSE;1 minut puls;
VAR_GLOBAL;NEW_SEK;SM412;%MX10.412;BOOL;FALSE;1 sekunds puls;
VAR_GLOBAL;OP_DAY_HOUR;D221;%MW0.221;WORD;0;Från OP;
VAR_GLOBAL;OP_DAYOFWEEK;D223;%MW0.223;INT;0;Från OP;
VAR_GLOBAL;OP_MINUTE_SECOND;D222;%MW0.222;WORD;0;Från OP;
VAR_GLOBAL;OP_SYNK;M100;%MX0.100;BOOL;FALSE;Info;
VAR_GLOBAL;OP_YEAR_MONTH;D220;%MW0.220;WORD;0;Från OP;
VAR_GLOBAL;OPCONT_TREND_SAMPLA_1;M20;%MX0.20;BOOL;FALSE;Sampla regulator trend;
VAR_GLOBAL;OPCONT_TREND_SAMPLA_2;M21;%MX0.21;BOOL;FALSE;Sampla regulator trend;
VAR_GLOBAL;OPCONT_TREND_SAMPLA_3;M22;%MX0.22;BOOL;FALSE;Sampla regulator trend;
VAR_GLOBAL;OPCONT_TREND_SAMPLA_4;M23;%MX0.23;BOOL;FALSE;Sampla regulator trend;
VAR_GLOBAL;OPCONT_TREND_SAMPLA_5;M24;%MX0.24;BOOL;FALSE;Sampla regulator trend;
VAR_GLOBAL;OPCONT_TREND_SAMPLA_6;M25;%MX0.25;BOOL;FALSE;Sampla regulator trend;
VAR_GLOBAL;OPCONT_TREND_SAMPLA_7;M26;%MX0.26;BOOL;FALSE;Sampla regulator trend;
VAR_GLOBAL;OPTREND_Kurva1;M10;%MX0.10;BOOL;FALSE;GLOBAL Visa Skalerade värden Kurva 1;
VAR_GLOBAL;OPTREND_Kurva2;M11;%MX0.11;BOOL;FALSE;GLOBAL Visa Skalerade värden Kurva 2;
VAR_GLOBAL;OPTREND_Kurva3;M12;%MX0.12;BOOL;FALSE;GLOBAL Visa Skalerade värden Kurva 3;
VAR_GLOBAL;OPTREND_Kurva4;M13;%MX0.13;BOOL;FALSE;GLOBAL Visa Skalerade värden Kurva 4;
VAR_GLOBAL;OPTREND_Kurva5;M14;%MX0.14;BOOL;FALSE;GLOBAL Visa Skalerade värden Kurva 5;
VAR_GLOBAL;OPTREND_Kurva6;M15;%MX0.15;BOOL;FALSE;GLOBAL Visa Skalerade värden Kurva 6;
VAR_GLOBAL;OPTREND_Kurva7;M16;%MX0.16;BOOL;FALSE;GLOBAL Visa Skalerade värden Kurva 7;
VAR_GLOBAL;OPTREND_Kurva8;M17;%MX0.17;BOOL;FALSE;GLOBAL Visa Skalerade värden Kurva 8;
VAR_GLOBAL;OUTPUT_DUMMY;;;BOOL;FALSE;;
VAR_GLOBAL;PAR_BITAR_AVVANNING;D5718;%MW0.5718;INT;0;Bitar avvanning;
VAR_GLOBAL;PAR_BITAR_BIOGAS;D5698;%MW0.5698;INT;0;Bitar biogas;
VAR_GLOBAL;PAR_BITAR_FETTANKAR;D4938;%MW0.4938;INT;0;Bitar fettankar;
VAR_GLOBAL;PAR_BITAR_MOTTAKTANKAR_1;D4868;%MW0.4868;INT;0;Bitar mottaktankar;
VAR_GLOBAL;PAR_BITAR_RATNETANKAR;D5158;%MW0.5158;INT;0;Bitar råtnetankar;
VAR_GLOBAL;PAR_BITAR_RATNETANKAR_2;D5159;%MW0.5159;INT;0;Bitar råtnetankar;
VAR_GLOBAL;PAR_BITAR_SPADVATTEN_1;D4818;%MW0.4818;INT;0;Bitar spädvatten;
VAR_GLOBAL;PAR_CENTR_PPU70_01_01_CENTR_1;D5718.0;%MX0.5718.0;BOOL;FALSE;Slampump 1 till centrifuge 1;
VAR_GLOBAL;PAR_CENTR_PPU70_01_01_CENTR_2;D5718.1;%MX0.5718.1;BOOL;FALSE;Slampump 1 till centrifuge 2;
VAR_GLOBAL;PAR_CENTR_PPU70_02_01_CENTR_1;D5718.3;%MX0.5718.3;BOOL;FALSE;Slampump 2 till centrifuge 1;
VAR_GLOBAL;PAR_CENTR_PPU70_02_01_CENTR_2;D5718.2;%MX0.5718.2;BOOL;FALSE;Slampump 2 till centrifuge 2;
VAR_GLOBAL;PAR_DAMP_PVA93_01_01;D4938.2;%MX0.4938.2;BOOL;FALSE;Temp<lim öppna dampventil;
VAR_GLOBAL;PAR_DAMP_PVA93_01_01_LIM;D4948;%MD0.4948;REAL;0;Temp<lim öppna dampventil;
VAR_GLOBAL;PAR_DAMP_PVA93_02_01;D4938.6;%MX0.4938.6;BOOL;FALSE;Temp<lim öppna dampventil;
VAR_GLOBAL;PAR_DAMP_PVA93_02_01_LIM;D4964;%MD0.4964;REAL;0;Temp<lim öppna dampventil;
VAR_GLOBAL;PAR_DRY_LT01_00_01;D4868.1;%MX0.4868.1;BOOL;FALSE;Dry level avvannet slamtank LT<nivå;
VAR_GLOBAL;PAR_DRY_LT01_00_01_LIM;D4874;%MD0.4874;REAL;0;Dry level avvannet slamtank LT<nivå;
VAR_GLOBAL;PAR_DRY_LT03_00_01;D4818.B;%MX0.4818.11;BOOL;FALSE;Dry level septiktank LT<lim;
VAR_GLOBAL;PAR_DRY_LT03_00_01_LIM;D4852;%MD0.4852;REAL;0;Dry level septiktank LT<lim;
VAR_GLOBAL;PAR_DRY_LT72_00_01;D4818.7;%MX0.4818.7;BOOL;FALSE;Dry level rejekttank LT<lim;
VAR_GLOBAL;PAR_DRY_LT72_00_01_LIM;D4842;%MD0.4842;REAL;0;Dry level rejekttank LT<lim;
VAR_GLOBAL;PAR_DRY_LT90_00_01;D4818.4;%MX0.4818.4;BOOL;FALSE;Dry level vanntank LT<lim;
VAR_GLOBAL;PAR_DRY_LT90_00_01_LIM;D4836;%MD0.4836;REAL;0;Dry level vanntank LT<lim;
VAR_GLOBAL;PAR_EQU01_00_01_DELAYSTOP_ET;D4924;%MD0.4924;DINT;0;Fördröjt stopp ET;
VAR_GLOBAL;PAR_EQU01_00_01_DELAYSTOP_PT;D4922;%MD0.4922;DINT;0;Fördröjt stopp PT;
VAR_GLOBAL;PAR_EQU03_01_01_STARTED;D4868.A;%MX0.4868.10;BOOL;FALSE;Rensil EQU03.01.01 uppstartad;
VAR_GLOBAL;PAR_EQU71_00_00_DELAYSTOP_ET;D4992;%MD0.4992;DINT;0;Frdrjt stopp ET;
VAR_GLOBAL;PAR_EQU71_00_00_DELAYSTOP_PT;D4990;%MD0.4990;DINT;0;Frdrjt stopp PT;
VAR_GLOBAL;PAR_EQU71_00_00_DRIFT_PT;D4928;%MD0.4928;DINT;0;Pausetid min;
VAR_GLOBAL;PAR_EQU71_00_00_PAUSE_PT;D4926;%MD0.4926;DINT;0;Pausetid min;
VAR_GLOBAL;PAR_EQU71_00_00_START_LT;D4998.1;%MX0.4998.1;BOOL;FALSE;Startnivå skrapgolv LT>lim;
VAR_GLOBAL;PAR_EQU71_00_00_START_LT_LIM;D4986;%MD0.4986;REAL;0;Startnivå skrapgolv LT>lim;
VAR_GLOBAL;PAR_EQU71_00_00_STOP_LT_LIM;D4988;%MD0.4988;REAL;0;Stopnivå skrapgolv LT<lim;
VAR_GLOBAL;PAR_FETT_SELECTION;D5905;%MW0.5905;INT;0;Fettankar styrningar;
VAR_GLOBAL;PAR_FETT_TANK_INMATNING;D5905.1;%MX0.5905.1;BOOL;FALSE;Fettankar styrningar;
VAR_GLOBAL;PAR_FETT_TANK_UTMATNING;D5905.2;%MX0.5905.2;BOOL;FALSE;Fettankar styrningar;
VAR_GLOBAL;PAR_FETT_TANK2;D5905.0;%MX0.5905.0;BOOL;FALSE;Fettankar styrningar;
VAR_GLOBAL;PAR_FORCERA_LT60_00_00;D5159.2;%MX0.5159.2;BOOL;FALSE;;
VAR_GLOBAL;PAR_FORCERA_LT60_00_00_LIM;D5654;%MD0.5654;REAL;0;Nivå utloppsrör efter RK forcera utmatning LT>nivå;
VAR_GLOBAL;PAR_FULL_LT01_00_01;D4868.2;%MX0.4868.2;BOOL;FALSE;Full nivå avvannet slamtank LT>nivå ev. NOT USED;
VAR_GLOBAL;PAR_FULL_LT01_00_01_LIM;D4876;%MD0.4876;REAL;0;Full nivå avvannet slamtank LT>nivå ev. NOT USED;
VAR_GLOBAL;PAR_FULL_LT01_01_01;D4868.3;%MX0.4868.3;BOOL;FALSE;Full nivå spädficka 1 stoppa inmatning LT>nivå;
VAR_GLOBAL;PAR_FULL_LT01_01_01_LIM;D4880;%MD0.4880;REAL;0;Full nivå spädficka 1 stoppa inmatning LT>nivå;
VAR_GLOBAL;PAR_FULL_LT01_02_01;D4868.5;%MX0.4868.5;BOOL;FALSE;Full nivå spädficka 2 stoppa inmatning LT>nivå;
VAR_GLOBAL;PAR_FULL_LT01_02_01_LIM;D4888;%MD0.4888;REAL;0;Full nivå spädficka 2 stoppa inmatning LT>nivå;
VAR_GLOBAL;PAR_FULL_LT04_00_01;D4938.9;%MX0.4938.9;BOOL;FALSE;Fullnivå stenfälla vid mottagning LT>lim;
VAR_GLOBAL;PAR_FULL_LT04_00_01_LIM;D4976;%MD0.4976;REAL;0;Fullnivå stenfälla vid mottagning LT>lim;
VAR_GLOBAL;PAR_FULL_LT04_01_01;D4938.1;%MX0.4938.1;BOOL;FALSE;Fullnivå fettank vid inmatning LT>lim;
VAR_GLOBAL;PAR_FULL_LT04_01_01_LIM;D4944;%MD0.4944;REAL;0;Fullnivå fettank vid inmatning LT>lim;
VAR_GLOBAL;PAR_FULL_LT04_02_01;D4938.5;%MX0.4938.5;BOOL;FALSE;Fullnivå fettank vid inmatning LT>lim;
VAR_GLOBAL;PAR_FULL_LT04_02_01_LIM;D4960;%MD0.4960;REAL;0;Fullnivå fettank vid inmatning LT>lim;
VAR_GLOBAL;PAR_FULL_LT70_00_01;D5158.A;%MX0.5158.10;BOOL;FALSE;Full nivå slamtank stoppa inmatning RK LT>nivå;
VAR_GLOBAL;PAR_FULL_LT70_00_01_LIM;D5630;%MD0.5630;REAL;0;Full nivå slamtank stoppa inmatning RK LT>nivå;
VAR_GLOBAL;PAR_FULL_LT72_00_01;D4818.8;%MX0.4818.8;BOOL;FALSE;Full nivå rejekttank LT>lim --> centrifuge;
VAR_GLOBAL;PAR_FULL_LT72_00_01_LIM;D4844;%MD0.4844;REAL;0;Full nivå rejekttank LT>lim --> centrifuge;
VAR_GLOBAL;PAR_KAP_LT_ATERGA_ET;D6196;%MD0.6196;DINT;0;Återgå till LT Kapacitet till UBG 0.0 min;
VAR_GLOBAL;PAR_KAP_LT_ATERGA_PT;D6194;%MD0.6194;DINT;0;Återgå till LT Kapacitet till UBG 0.0 min;
VAR_GLOBAL;PAR_KAP_PT_BIT_LOW;D6198;%MW0.6198;INT;0;Bitar;
VAR_GLOBAL;PAR_LT90_00_01_START_PUMP;D5854.0;%MX0.5854.0;BOOL;FALSE;LT>lim start pump PPU90.00.02;
VAR_GLOBAL;PAR_LT90_00_01_START_PUMP_LIM;D5850;%MW0.5850;INT;0;LT>lim start pump PPU90.00.02;
VAR_GLOBAL;PAR_LT90_00_01_STOPP_PUMP_LIM;D5852;%MW0.5852;INT;0;LT<lim stopp pump PPU90.00.02;
VAR_GLOBAL;PAR_NODAMP_PVA93_01_01_LIM;D4950;%MD0.4950;REAL;0;Temp>lim stäng dampventil;
VAR_GLOBAL;PAR_NODAMP_PVA93_02_01_LIM;D4966;%MD0.4966;REAL;0;Temp>lim stäng dampventil;
VAR_GLOBAL;PAR_NOFORCERA_LT60_00_00_LIM;D5656;%MD0.5656;REAL;0;Nivå utloppsrör efter RK ingen forcering utmatning LT<nivå;
VAR_GLOBAL;PAR_NOFULL_LT01_00_01_LIM;D4878;%MD0.4878;REAL;0;Inte full nivå avvannet slamtank LT<nivå;
VAR_GLOBAL;PAR_NOFULL_LT01_01_01_LIM;D4882;%MD0.4882;REAL;0;Inte full nivå spädficka 1 LT<nivå;
VAR_GLOBAL;PAR_NOFULL_LT01_02_01_LIM;D4890;%MD0.4890;REAL;0;Inte full nivå spädficka 2 LT<nivå;
VAR_GLOBAL;PAR_NOFULL_LT04_00_01_LIM;D4978;%MD0.4978;REAL;0;Inte fullnivå stenfälla vid mottagning LT<lim;
VAR_GLOBAL;PAR_NOFULL_LT04_01_01_LIM;D4946;%MD0.4946;REAL;0;Inte fullnivå fettank vid inmatning LT<lim;
VAR_GLOBAL;PAR_NOFULL_LT04_02_01_LIM;D4962;%MD0.4962;REAL;0;Inte fullnivå fettank vid inmatning LT<lim;
VAR_GLOBAL;PAR_NOFULL_LT70_00_01_LIM;D5632;%MD0.5632;REAL;0;Inte full nivå slamtank LT<nivå;
VAR_GLOBAL;PAR_NOFULL_LT72_00_01_LIM;D4846;%MD0.4846;REAL;0;Full nivå rejekttank LT<lim;
VAR_GLOBAL;PAR_NOTOM_LT01_01_01_LIM;D4886;%MD0.4886;REAL;0;Inte tom nivå spädficka 1 LT>nivå;
VAR_GLOBAL;PAR_NOTOM_LT01_02_01_LIM;D4894;%MD0.4894;REAL;0;Inte tom nivå spädficka 2 LT>nivå;
VAR_GLOBAL;PAR_NOTOM_LT04_00_01_LIM;D4974;%MD0.4974;REAL;0;Inte tomnivå stenfälla vid inmatning till fettank LT>lim;
VAR_GLOBAL;PAR_NOTOM_LT04_01_01_LIM;D4942;%MD0.4942;REAL;0;Inte tomnivå fetttank vid utmatning LT>lim;
VAR_GLOBAL;PAR_NOTOM_LT04_02_01_LIM;D4958;%MD0.4958;REAL;0;Inte tomnivå fetttank vid utmatning LT>lim;
VAR_GLOBAL;PAR_NOTOM_LT60_00_00_LIM;D5640;%MD0.5640;REAL;0;Inte tom nivå utloppsrör efter RK LT>nivå;
VAR_GLOBAL;PAR_NOTOM_LT61_00_01_LIM;D5702;%MD0.5702;REAL;0;Inte tomnivå gaslager vid utmatning LT>lim;
VAR_GLOBAL;PAR_NOTOM_LT70_00_01_LIM;D5636;%MD0.5636;REAL;0;Inte tom nivå slamtank LT>nivå;
VAR_GLOBAL;PAR_NOTREADY_SPAD;D4818.E;%MX0.4818.14;BOOL;FALSE;Inget spädvatten redo;
VAR_GLOBAL;PAR_OKIN_LT04_00_01;D4938.A;%MX0.4938.10;BOOL;FALSE;OK att mata in till stenfälla LT<lim;
VAR_GLOBAL;PAR_OKIN_LT04_00_01_LIM;D4980;%MD0.4980;REAL;0;OK att mata in till stenfälla LT<lim;
VAR_GLOBAL;PAR_OPEN_PVA91_00_01;D4938.B;%MX0.4938.11;BOOL;FALSE;Öppna hetvatten pre tid;
VAR_GLOBAL;PAR_OPEN_PVA91_00_01_TIM;D4982;%MD0.4982;DINT;0;Öppna hetvatten pre tid;
VAR_GLOBAL;PAR_OPEN_PVA91_00_01_TIM_ET;D4984;%MD0.4984;DINT;0;Öppna hetvatten acc tid;
VAR_GLOBAL;PAR_OPEN_PVA91_01_01;D4938.3;%MX0.4938.3;BOOL;FALSE;Öppna hetvatten pre tid;
VAR_GLOBAL;PAR_OPEN_PVA91_01_01_TIM;D4952;%MD0.4952;DINT;0;Öppna hetvatten pre tid;
VAR_GLOBAL;PAR_OPEN_PVA91_01_01_TIM_ET;D4954;%MD0.4954;DINT;0;Öppna hetvatten acc tid;
VAR_GLOBAL;PAR_OPEN_PVA91_02_01;D4938.7;%MX0.4938.7;BOOL;FALSE;Öppna hetvatten pre tid;
VAR_GLOBAL;PAR_OPEN_PVA91_02_01_TIM;D4968;%MD0.4968;DINT;0;Öppna hetvatten pre tid;
VAR_GLOBAL;PAR_OPEN_PVA91_02_01_TIM_ET;D4970;%MD0.4970;DINT;0;Öppna hetvatten acc tid;
VAR_GLOBAL;PAR_PCV01_00_01_MAX_LIM;D4912;%MD0.4912;REAL;0;Kapacitet max m3/h  endast OP;
VAR_GLOBAL;PAR_PCV01_00_01_MIN_LIM;D4910;%MD0.4910;REAL;0;Kapacitet min skruv m3/h endast OP;
VAR_GLOBAL;PAR_PCV01_00_01_SP_LIM;D4914;%MD0.4914;REAL;0;Kapacitet setpoint skruv m3/h;
VAR_GLOBAL;PAR_PCV01_00_02_MAX_LIM;D4918;%MD0.4918;REAL;0;Kapacitet max m3/h  endast OP;
VAR_GLOBAL;PAR_PCV01_00_02_MIN_LIM;D4916;%MD0.4916;REAL;0;Kapacitet min skruv m3/h endast OP;
VAR_GLOBAL;PAR_PCV01_00_02_SP_LIM;D4920;%MD0.4920;REAL;0;Kapacitet setpoint skruv m3/h;
VAR_GLOBAL;PAR_PMI70_BACK_OMR;D6158.4;%MX0.6158.4;BOOL;FALSE;Tid körning omrörare PMI70 back minuter;
VAR_GLOBAL;PAR_PMI70_BACK_OMR_ET;D6178;%MD0.6178;DINT;0;Tid acc körning omrörare PMI70 back minuter;
VAR_GLOBAL;PAR_PMI70_BACK_OMR_PT;D6176;%MD0.6176;DINT;0;Tid preset körning omrörare PMI70 back minuter;
VAR_GLOBAL;PAR_PMI70_FRAM_OMR;D6158.3;%MX0.6158.3;BOOL;FALSE;Tid körning omrörare PMI70 fram timmar;
VAR_GLOBAL;PAR_PMI70_FRAM_OMR_ET;D6174;%MD0.6174;DINT;0;Tid acc körning omrörare PMI70 fram timmar;
VAR_GLOBAL;PAR_PMI70_FRAM_OMR_PT;D6172;%MD0.6172;DINT;0;Tid preset körning omrörare PMI70 fram timmar;
VAR_GLOBAL;PAR_PMI70_STANDSTILL_OMR;D6158.5;%MX0.6158.5;BOOL;FALSE;Tid skifte ståstill tid PMI70 minuter;
VAR_GLOBAL;PAR_PMI70_STANDSTILL_OMR_ET;D6182;%MD0.6182;DINT;0;Tid acc skifte ståstill tid PMI70 minuter;
VAR_GLOBAL;PAR_PMI70_STANDSTILL_OMR_PT;D6180;%MD0.6180;DINT;0;Tid preset skifte ståstill tid PMI70 minuter;
VAR_GLOBAL;PAR_PT61_0X_01_MAX;D6190;%MD0.6190;REAL;0;Max PT mbarg vid linjärisering;
VAR_GLOBAL;PAR_PT61_0X_01_MIN;D6188;%MD0.6188;REAL;0;Min PT mbarg vid linjärisering;
VAR_GLOBAL;PAR_REJEKT_NOTREADY_SPAD;D4818.9;%MX0.4818.9;BOOL;FALSE;rejekttank ej klar för spädvatten;
VAR_GLOBAL;PAR_RK1_BACK_OMR;D5158.1;%MX0.5158.1;BOOL;FALSE;Tid körning omrörare RK1 back minuter;
VAR_GLOBAL;PAR_RK1_BACK_OMR_ET;D5166;%MD0.5166;DINT;0;Tid acc körning omrörare RK1 back minuter;
VAR_GLOBAL;PAR_RK1_BACK_OMR_PT;D5164;%MD0.5164;DINT;0;Tid preset körning omrörare RK1 back minuter;
VAR_GLOBAL;PAR_RK1_FRAM_OMR;D5158.0;%MX0.5158.0;BOOL;FALSE;Tid körning omrörare RK1 fram timmar;
VAR_GLOBAL;PAR_RK1_FRAM_OMR_ET;D5162;%MD0.5162;DINT;0;Tid acc körning omrörare RK1 fram timmar;
VAR_GLOBAL;PAR_RK1_FRAM_OMR_PT;D5160;%MD0.5160;DINT;0;Tid preset körning omrörare RK1 fram timmar;
VAR_GLOBAL;PAR_RK1_LT60_01_00K_CALC;D5194;%MD0.5194;REAL;0;LT60.01.00K = kompenserat med gastryck;
VAR_GLOBAL;PAR_RK1_PT61_01_01_NIVA_KOMP;D5192;%MD0.5192;REAL;0;Nivåkompensering RK1 1mbarg(PT61.01.01) = x.xxx %;
VAR_GLOBAL;PAR_RK1_SKUM_ALARM;D5158.8;%MX0.5158.8;BOOL;FALSE;Gräns kvot skumning RK1 alarm;
VAR_GLOBAL;PAR_RK1_SKUM_KVOT;D5196;%MD0.5196;REAL;0;Kvot LT60.01.01/LT60.01.00K > 1.01.. = skum -> varning/larm;
VAR_GLOBAL;PAR_RK1_SKUM_LIM;D5620;%MD0.5620;REAL;0;Gräns kvot skumning RK1;
VAR_GLOBAL;PAR_RK1_STANDSTILL_OMR;D5158.2;%MX0.5158.2;BOOL;FALSE;Tid skifte ståstill tid RK1 minuter;
VAR_GLOBAL;PAR_RK1_STANDSTILL_OMR_ET;D5170;%MD0.5170;DINT;0;Tid acc skifte ståstill tid RK1 minuter;
VAR_GLOBAL;PAR_RK1_STANDSTILL_OMR_PT;D5168;%MD0.5168;DINT;0;Tid preset skifte ståstill tid RK1 minuter;
VAR_GLOBAL;PAR_RK2_BACK_OMR;D5158.4;%MX0.5158.4;BOOL;FALSE;Tid körning omrörare RK2 back minuter;
VAR_GLOBAL;PAR_RK2_BACK_OMR_ET;D5178;%MD0.5178;DINT;0;Tid acc körning omrörare RK2 back minuter;
VAR_GLOBAL;PAR_RK2_BACK_OMR_PT;D5176;%MD0.5176;DINT;0;Tid preset körning omrörare RK2 back minuter;
VAR_GLOBAL;PAR_RK2_FRAM_OMR;D5158.3;%MX0.5158.3;BOOL;FALSE;Tid körning omrörare RK2 fram timmar;
VAR_GLOBAL;PAR_RK2_FRAM_OMR_ET;D5174;%MD0.5174;DINT;0;Tid acc körning omrörare RK2 fram timmar;
VAR_GLOBAL;PAR_RK2_FRAM_OMR_PT;D5172;%MD0.5172;DINT;0;Tid preset körning omrörare RK2 fram timmar;
VAR_GLOBAL;PAR_RK2_LT60_02_00K_CALC;D5624;%MD0.5624;REAL;0;LT60.02.00K = kompenserat med gastryck;
VAR_GLOBAL;PAR_RK2_PT61_02_01_NIVA_KOMP;D5622;%MD0.5622;REAL;0;Nivåkompensering RK2 1mbarg(PT61.02.01) = x.xxx %;
VAR_GLOBAL;PAR_RK2_SKUM_ALARM;D5158.9;%MX0.5158.9;BOOL;FALSE;Gräns kvot skumning RK2 alarm;
